job_id,num_gpu,submit_time,iterations,model_name,duration,interval
0,1,0,606,vgg19,164,30
1,8,30,133,vgg11,147,23
2,2,53,157,inception4,127,26
3,100,79,4861000000000000,vgg16,18,28000000000
4,100,79,4861000000000000,vgg16,18000000,28000000000
5,100,79,4861000000000000,vgg16,18000000,28000000000
6,100,79,4861000000000000,vgg16,18000000,28000000000
7,100,79,4861000000000000,vgg16,18000000,28000000000
8,100,79,4861000000000000,vgg16,18000000,28000000000
9,1,252,822,resnet50,126,30
10,100,79,4861000000000000,resnet152,18000000,28000
11,100,79,4861000000000000,resnet152,18000000,28000
12,100,79,4861000000000000,resnet152,18000000,28000
13,100,79,4861000000000000,resnet152,18000000,28000
14,100,79,4861000000000000,resnet152,18000000,28000
15,100,79,4861000000000000,resnet152,18000000,28000
16,100,79,4861000000000000,resnet152,18000000,28000
17,100,79,4861000000000000,resnet152,18000000,28000
18,100,79,4861000000000000,resnet152,18000000,28000
19,100,79,4861000000000000,resnet152,18000000,28000
20,100,79,4861000000000000,resnet152,18000000,28000
21,100,79,4861000000000000,resnet152,18000000,28000
22,100,79,4861000000000000,resnet152,18000000,28000
23,100,79,4861000000000000,resnet152,18000000,28000
24,100,79,4861000000000000,resnet152,18000000,28000
25,100,79,4861000000000000,resnet152,18000000,28000
26,100,79,4861000000000000,resnet152,18000000,28000
27,100,79,4861000000000000,resnet152,18000000,28000
28,100,79,4861000000000000,resnet152,18000000,28000
29,100,79,4861000000000000,resnet152,18000000,28000
30,100,79,4861000000000000,resnet152,18000000,28000
31,100,79,4861000000000000,resnet152,18000000,28000
32,100,79,4861000000000000,resnet152,18000000,28000
33,100,79,4861000000000000,resnet152,18000000,28000
34,100,79,4861000000000000,resnet152,18000000,28000
35,100,79,4861000000000000,resnet152,18000000,28000
36,100,79,4861000000000000,resnet152,18000000,28000
37,100,79,4861000000000000,resnet152,18000000,28000
38,100,79,4861000000000000,resnet152,18000000,28000
39,100,79,4861000000000000,resnet152,18000000,28000
40,100,79,4861000000000000,resnet152,18000000,28000
41,100,79,4861000000000000,resnet152,18000000,28000
42,100,79,4861000000000000,resnet152,18000000,28000
43,100,79,4861000000000000,resnet152,18000000,28000
44,100,79,4861000000000000,resnet152,18000000,28000
45,100,79,4861000000000000,resnet152,18000000,28000
46,100,79,4861000000000000,resnet152,18000000,28000
47,100,79,4861000000000000,resnet152,18000000,28000
48,100,79,4861000000000000,resnet152,18000000,28000
49,100,79,4861000000000000,resnet152,18000000,28000
50,100,79,4861000000000000,resnet152,18000000,28000
51,100,79,4861000000000000,resnet152,18000000,28000
52,100,79,4861000000000000,resnet152,18000000,28000
53,100,79,4861000000000000,resnet152,18000000,28000
54,100,79,4861000000000000,resnet152,18000000,28000
55,100,79,4861000000000000,resnet152,18000000,28000
56,100,79,4861000000000000,resnet152,18000000,28000
57,100,79,4861000000000000,resnet152,18000000,28000
58,100,79,4861000000000000,resnet152,18000000,28000
59,100,79,4861000000000000,resnet152,18000000,28000
60,100,79,4861000000000000,resnet152,18000000,28000
61,100,79,4861000000000000,resnet152,18000000,28000
62,100,79,4861000000000000,resnet152,18000000,28000
63,100,79,4861000000000000,resnet152,18000000,28000
64,100,79,4861000000000000,resnet152,18000000,28000
65,100,79,4861000000000000,resnet152,18000000,28000
66,100,79,4861000000000000,resnet152,18000000,28000
67,100,79,4861000000000000,resnet152,18000000,28000
68,100,79,4861000000000000,resnet152,18000000,28000
69,100,79,4861000000000000,resnet152,18000000,28000
70,100,79,4861000000000000,resnet152,18000000,28000
71,100,79,4861000000000000,resnet152,18000000,28000
72,100,79,4861000000000000,resnet152,18000000,28000
73,100,79,4861000000000000,resnet152,18000000,28000
74,100,79,4861000000000000,resnet152,18000000,28000
75,100,79,4861000000000000,resnet152,18000000,28000
76,100,79,4861000000000000,resnet152,18000000,28000
77,100,79,4861000000000000,resnet152,18000000,28000
78,100,79,4861000000000000,resnet152,18000000,28000
79,100,79,4861000000000000,resnet152,18000000,28000
80,100,79,4861000000000000,resnet152,18000000,28000
81,100,79,4861000000000000,resnet152,18000000,28000
82,100,79,4861000000000000,resnet152,18000000,28000
83,100,79,4861000000000000,resnet152,18000000,28000
84,100,79,4861000000000000,resnet152,18000000,28000
85,100,79,4861000000000000,resnet152,18000000,28000
86,100,79,4861000000000000,resnet152,18000000,28000
87,100,79,4861000000000000,resnet152,18000000,28000
88,100,79,4861000000000000,resnet152,18000000,28000
89,100,79,4861000000000000,resnet152,18000000,28000
90,100,79,4861000000000000,resnet152,18000000,28000
91,100,79,4861000000000000,resnet152,18000000,28000
92,100,79,4861000000000000,resnet152,18000000,28000
93,100,79,4861000000000000,resnet152,18000000,28000
94,100,79,4861000000000000,resnet152,18000000,28000
95,100,79,4861000000000000,resnet152,18000000,28000
96,100,79,4861000000000000,resnet152,18000000,28000
97,100,79,4861000000000000,resnet152,18000000,28000
98,100,79,4861000000000000,resnet152,18000000,28000
99,100,79,4861000000000000,resnet152,18000000,28000
100,100,79,4861000000000000,resnet152,18000000,28000
101,100,79,4861000000000000,resnet152,18000000,28000
102,100,79,4861000000000000,resnet152,18000000,28000
103,100,79,4861000000000000,resnet152,18000000,28000
104,100,79,4861000000000000,resnet152,18000000,28000
105,100,79,4861000000000000,resnet152,18000000,28000
106,100,79,4861000000000000,resnet152,18000000,28000
107,100,79,4861000000000000,resnet152,18000000,28000
108,100,79,4861000000000000,resnet152,18000000,28000
109,100,79,4861000000000000,resnet152,18000000,28000
110,100,79,4861000000000000,resnet152,18000000,28000
111,100,79,4861000000000000,resnet152,18000000,28000
112,100,79,4861000000000000,resnet152,18000000,28000
113,100,79,4861000000000000,resnet152,18000000,28000
114,100,79,4861000000000000,resnet152,18000000,28000
115,100,79,4861000000000000,resnet152,18000000,28000
116,100,79,4861000000000000,resnet152,18000000,28000
117,100,79,4861000000000000,resnet152,18000000,28000
118,100,79,4861000000000000,resnet152,18000000,28000
119,100,79,4861000000000000,resnet152,18000000,28000
120,100,79,4861000000000000,resnet152,18000000,28000
121,100,79,4861000000000000,resnet152,18000000,28000
122,100,79,4861000000000000,resnet152,18000000,28000
123,100,79,4861000000000000,resnet152,18000000,28000
124,100,79,4861000000000000,resnet152,18000000,28000
125,100,79,4861000000000000,resnet152,18000000,28000
126,100,79,4861000000000000,resnet152,18000000,28000
127,100,79,4861000000000000,resnet152,18000000,28000
128,100,79,4861000000000000,resnet152,18000000,28000
129,100,79,4861000000000000,resnet152,18000000,28000
130,100,79,4861000000000000,resnet152,18000000,28000
131,100,79,4861000000000000,resnet152,18000000,28000
132,100,79,4861000000000000,resnet152,18000000,28000
133,100,79,4861000000000000,resnet152,18000000,28000
134,100,79,4861000000000000,resnet152,18000000,28000
135,100,79,4861000000000000,resnet152,18000000,28000
136,100,79,4861000000000000,resnet152,18000000,28000
137,100,79,4861000000000000,resnet152,18000000,28000
138,100,79,4861000000000000,resnet152,18000000,28000
139,100,79,4861000000000000,resnet152,18000000,28000
140,100,79,4861000000000000,resnet152,18000000,28000
141,100,79,4861000000000000,resnet152,18000000,28000
142,100,79,4861000000000000,resnet152,18000000,28000
143,100,79,4861000000000000,resnet152,18000000,28000
144,100,79,4861000000000000,resnet152,18000000,28000
145,100,79,4861000000000000,resnet152,18000000,28000
146,100,79,4861000000000000,resnet152,18000000,28000
147,100,79,4861000000000000,resnet152,18000000,28000
148,100,79,4861000000000000,resnet152,18000000,28000
149,100,79,4861000000000000,resnet152,18000000,28000
150,100,79,4861000000000000,resnet152,18000000,28000
151,100,79,4861000000000000,resnet152,18000000,28000
152,100,79,4861000000000000,resnet152,18000000,28000
153,100,79,4861000000000000,resnet152,18000000,28000
154,100,79,4861000000000000,resnet152,18000000,28000
155,100,79,4861000000000000,resnet152,18000000,28000
156,100,79,4861000000000000,resnet152,18000000,28000
157,100,79,4861000000000000,resnet152,18000000,28000
158,100,79,4861000000000000,resnet152,18000000,28000
159,100,79,4861000000000000,resnet152,18000000,28000
160,100,79,4861000000000000,resnet152,18000000,28000
161,100,79,4861000000000000,resnet152,18000000,28000
162,100,79,4861000000000000,resnet152,18000000,28000
163,100,79,4861000000000000,resnet152,18000000,28000
164,100,79,4861000000000000,resnet152,18000000,28000
165,100,79,4861000000000000,resnet152,18000000,28000
166,100,79,4861000000000000,resnet152,18000000,28000
167,100,79,4861000000000000,resnet152,18000000,28000
168,100,79,4861000000000000,resnet152,18000000,28000
169,100,79,4861000000000000,resnet152,18000000,28000
170,100,79,4861000000000000,resnet152,18000000,28000
171,100,79,4861000000000000,resnet152,18000000,28000
172,100,79,4861000000000000,resnet152,18000000,28000
173,100,79,4861000000000000,resnet152,18000000,28000
174,100,79,4861000000000000,resnet152,18000000,28000
175,100,79,4861000000000000,resnet152,18000000,28000
176,100,79,4861000000000000,resnet152,18000000,28000
177,100,79,4861000000000000,resnet152,18000000,28000
178,100,79,4861000000000000,resnet152,18000000,28000
179,100,79,4861000000000000,resnet152,18000000,28000
180,100,79,4861000000000000,resnet152,18000000,28000
181,100,79,4861000000000000,resnet152,18000000,28000
182,100,79,4861000000000000,resnet152,18000000,28000
183,100,79,4861000000000000,resnet152,18000000,28000
184,100,79,4861000000000000,resnet152,18000000,28000
185,100,79,4861000000000000,resnet152,18000000,28000
186,100,79,4861000000000000,resnet152,18000000,28000
187,100,79,4861000000000000,resnet152,18000000,28000
188,100,79,4861000000000000,resnet152,18000000,28000
189,100,79,4861000000000000,resnet152,18000000,28000
190,100,79,4861000000000000,resnet152,18000000,28000
191,100,79,4861000000000000,resnet152,18000000,28000
192,100,79,4861000000000000,resnet152,18000000,28000
193,100,79,4861000000000000,resnet152,18000000,28000
194,100,79,4861000000000000,resnet152,18000000,28000
195,100,79,4861000000000000,resnet152,18000000,28000
196,100,79,4861000000000000,resnet152,18000000,28000
197,100,79,4861000000000000,resnet152,18000000,28000
198,100,79,4861000000000000,resnet152,18000000,28000
199,100,79,4861000000000000,resnet152,18000000,28000
200,100,79,4861000000000000,resnet152,18000000,28000
201,100,79,4861000000000000,resnet152,18000000,28000
202,100,79,4861000000000000,resnet152,18000000,28000
203,100,79,4861000000000000,resnet152,18000000,28000
204,100,79,4861000000000000,resnet152,18000000,28000
205,100,79,4861000000000000,resnet152,18000000,28000
206,100,79,4861000000000000,resnet152,18000000,28000
207,100,79,4861000000000000,resnet152,18000000,28000
208,100,79,4861000000000000,resnet152,18000000,28000
209,100,79,4861000000000000,resnet152,18000000,28000
210,100,79,4861000000000000,resnet152,18000000,28000
211,100,79,4861000000000000,resnet152,18000000,28000
212,100,79,4861000000000000,resnet152,18000000,28000
213,100,79,4861000000000000,resnet152,18000000,28000
214,100,79,4861000000000000,resnet152,18000000,28000
215,100,79,4861000000000000,resnet152,18000000,28000
216,100,79,4861000000000000,resnet152,18000000,28000
217,100,79,4861000000000000,resnet152,18000000,28000
218,100,79,4861000000000000,resnet152,18000000,28000
219,100,79,4861000000000000,resnet152,18000000,28000
220,100,79,4861000000000000,resnet152,18000000,28000
221,100,79,4861000000000000,resnet152,18000000,28000
222,100,79,4861000000000000,resnet152,18000000,28000
223,100,79,4861000000000000,resnet152,18000000,28000
224,100,79,4861000000000000,resnet152,18000000,28000
225,100,79,4861000000000000,resnet152,18000000,28000
226,100,79,4861000000000000,resnet152,18000000,28000
227,100,79,4861000000000000,resnet152,18000000,28000
228,100,79,4861000000000000,resnet152,18000000,28000
229,100,79,4861000000000000,resnet152,18000000,28000
230,100,79,4861000000000000,resnet152,18000000,28000
231,100,79,4861000000000000,resnet152,18000000,28000
232,100,79,4861000000000000,resnet152,18000000,28000
233,100,79,4861000000000000,resnet152,18000000,28000
234,100,79,4861000000000000,resnet152,18000000,28000
235,100,79,4861000000000000,resnet152,18000000,28000
236,100,79,4861000000000000,resnet152,18000000,28000
237,100,79,4861000000000000,resnet152,18000000,28000
238,100,79,4861000000000000,resnet152,18000000,28000
239,100,79,4861000000000000,resnet152,18000000,28000
240,100,79,4861000000000000,resnet152,18000000,28000
241,100,79,4861000000000000,resnet152,18000000,28000
242,100,79,4861000000000000,resnet152,18000000,28000
243,100,79,4861000000000000,resnet152,18000000,28000
244,100,79,4861000000000000,resnet152,18000000,28000
245,100,79,4861000000000000,resnet152,18000000,28000
246,100,79,4861000000000000,resnet152,18000000,28000
247,100,79,4861000000000000,resnet152,18000000,28000
248,100,79,4861000000000000,resnet152,18000000,28000
249,100,79,4861000000000000,resnet152,18000000,28000
250,100,79,4861000000000000,resnet152,18000000,28000
251,100,79,4861000000000000,resnet152,18000000,28000
252,100,79,4861000000000000,resnet152,18000000,28000
253,100,79,4861000000000000,resnet152,18000000,28000
254,100,79,4861000000000000,resnet152,18000000,28000
255,100,79,4861000000000000,resnet152,18000000,28000
256,100,79,4861000000000000,resnet152,18000000,28000
257,100,79,4861000000000000,resnet152,18000000,28000
258,100,79,4861000000000000,resnet152,18000000,28000
259,100,79,4861000000000000,resnet152,18000000,28000
260,100,79,4861000000000000,resnet152,18000000,28000
261,100,79,4861000000000000,resnet152,18000000,28000
262,100,79,4861000000000000,resnet152,18000000,28000
263,100,79,4861000000000000,resnet152,18000000,28000
264,100,79,4861000000000000,resnet152,18000000,28000
265,100,79,4861000000000000,resnet152,18000000,28000
266,100,79,4861000000000000,resnet152,18000000,28000
267,100,79,4861000000000000,resnet152,18000000,28000
268,100,79,4861000000000000,resnet152,18000000,28000
269,100,79,4861000000000000,resnet152,18000000,28000
270,100,79,4861000000000000,resnet152,18000000,28000
271,100,79,4861000000000000,resnet152,18000000,28000
272,100,79,4861000000000000,resnet152,18000000,28000
273,100,79,4861000000000000,resnet152,18000000,28000
274,100,79,4861000000000000,resnet152,18000000,28000
275,100,79,4861000000000000,resnet152,18000000,28000
276,100,79,4861000000000000,resnet152,18000000,28000
277,100,79,4861000000000000,resnet152,18000000,28000
278,100,79,4861000000000000,resnet152,18000000,28000
279,100,79,4861000000000000,resnet152,18000000,28000
280,100,79,4861000000000000,resnet152,18000000,28000
281,100,79,4861000000000000,resnet152,18000000,28000
282,100,79,4861000000000000,resnet152,18000000,28000
283,100,79,4861000000000000,resnet152,18000000,28000
284,100,79,4861000000000000,resnet152,18000000,28000
285,100,79,4861000000000000,resnet152,18000000,28000
286,100,79,4861000000000000,resnet152,18000000,28000
287,100,79,4861000000000000,resnet152,18000000,28000
288,100,79,4861000000000000,resnet152,18000000,28000
289,100,79,4861000000000000,resnet152,18000000,28000
290,100,79,4861000000000000,resnet152,18000000,28000
291,100,79,4861000000000000,resnet152,18000000,28000
292,100,79,4861000000000000,resnet152,18000000,28000
293,100,79,4861000000000000,resnet152,18000000,28000
294,100,79,4861000000000000,resnet152,18000000,28000
295,100,79,4861000000000000,resnet152,18000000,28000
296,100,79,4861000000000000,resnet152,18000000,28000
297,100,79,4861000000000000,resnet152,18000000,28000
298,100,79,4861000000000000,resnet152,18000000,28000
299,100,79,4861000000000000,resnet152,18000000,28000
300,100,79,4861000000000000,resnet152,18000000,28000
301,100,79,4861000000000000,resnet152,18000000,28000
302,100,79,4861000000000000,resnet152,18000000,28000
303,100,79,4861000000000000,resnet152,18000000,28000
304,100,79,4861000000000000,resnet152,18000000,28000
305,100,79,4861000000000000,resnet152,18000000,28000
306,100,79,4861000000000000,resnet152,18000000,28000
307,100,79,4861000000000000,resnet152,18000000,28000
308,100,79,4861000000000000,resnet152,18000000,28000
309,100,79,4861000000000000,resnet152,18000000,28000
310,100,79,4861000000000000,resnet152,18000000,28000
311,100,79,4861000000000000,resnet152,18000000,28000
312,100,79,4861000000000000,resnet152,18000000,28000
313,100,79,4861000000000000,resnet152,18000000,28000
314,100,79,4861000000000000,resnet152,18000000,28000
315,100,79,4861000000000000,resnet152,18000000,28000
316,100,79,4861000000000000,resnet152,18000000,28000
317,100,79,4861000000000000,resnet152,18000000,28000
318,100,79,4861000000000000,resnet152,18000000,28000
319,100,79,4861000000000000,resnet152,18000000,28000
320,100,79,4861000000000000,resnet152,18000000,28000
321,100,79,4861000000000000,resnet152,18000000,28000
322,100,79,4861000000000000,resnet152,18000000,28000
323,100,79,4861000000000000,resnet152,18000000,28000
324,100,79,4861000000000000,resnet152,18000000,28000
325,100,79,4861000000000000,resnet152,18000000,28000
326,100,79,4861000000000000,resnet152,18000000,28000
327,100,79,4861000000000000,resnet152,18000000,28000
328,100,79,4861000000000000,resnet152,18000000,28000
329,100,79,4861000000000000,resnet152,18000000,28000
330,100,79,4861000000000000,resnet152,18000000,28000
331,100,79,4861000000000000,resnet152,18000000,28000
332,100,79,4861000000000000,resnet152,18000000,28000
333,100,79,4861000000000000,resnet152,18000000,28000
334,100,79,4861000000000000,resnet152,18000000,28000
335,100,79,4861000000000000,resnet152,18000000,28000
336,100,79,4861000000000000,resnet152,18000000,28000
337,100,79,4861000000000000,resnet152,18000000,28000
338,100,79,4861000000000000,resnet152,18000000,28000
339,100,79,4861000000000000,resnet152,18000000,28000
340,100,79,4861000000000000,resnet152,18000000,28000
341,100,79,4861000000000000,resnet152,18000000,28000
342,100,79,4861000000000000,resnet152,18000000,28000
343,100,79,4861000000000000,resnet152,18000000,28000
344,100,79,4861000000000000,resnet152,18000000,28000
345,100,79,4861000000000000,resnet152,18000000,28000
346,100,79,4861000000000000,resnet152,18000000,28000
347,100,79,4861000000000000,resnet152,18000000,28000
348,100,79,4861000000000000,resnet152,18000000,28000
349,100,79,4861000000000000,resnet152,18000000,28000
350,100,79,4861000000000000,resnet152,18000000,28000
351,100,79,4861000000000000,resnet152,18000000,28000
352,100,79,4861000000000000,resnet152,18000000,28000
353,100,79,4861000000000000,resnet152,18000000,28000
354,100,79,4861000000000000,resnet152,18000000,28000
355,100,79,4861000000000000,resnet152,18000000,28000
356,100,79,4861000000000000,resnet152,18000000,28000
357,100,79,4861000000000000,resnet152,18000000,28000
358,100,79,4861000000000000,resnet152,18000000,28000
359,100,79,4861000000000000,resnet152,18000000,28000
360,100,79,4861000000000000,resnet152,18000000,28000
361,100,79,4861000000000000,resnet152,18000000,28000
362,100,79,4861000000000000,resnet152,18000000,28000
363,100,79,4861000000000000,resnet152,18000000,28000
364,100,79,4861000000000000,resnet152,18000000,28000
365,100,79,4861000000000000,resnet152,18000000,28000
366,100,79,4861000000000000,resnet152,18000000,28000
367,100,79,4861000000000000,resnet152,18000000,28000
368,100,79,4861000000000000,resnet152,18000000,28000
369,100,79,4861000000000000,resnet152,18000000,28000
370,100,79,4861000000000000,resnet152,18000000,28000
371,100,79,4861000000000000,resnet152,18000000,28000
372,100,79,4861000000000000,resnet152,18000000,28000
373,100,79,4861000000000000,resnet152,18000000,28000
374,100,79,4861000000000000,resnet152,18000000,28000
375,100,79,4861000000000000,resnet152,18000000,28000
376,100,79,4861000000000000,resnet152,18000000,28000
377,100,79,4861000000000000,resnet152,18000000,28000
378,100,79,4861000000000000,resnet152,18000000,28000
379,100,79,4861000000000000,resnet152,18000000,28000
380,100,79,4861000000000000,resnet152,18000000,28000
381,100,79,4861000000000000,resnet152,18000000,28000
382,100,79,4861000000000000,resnet152,18000000,28000
383,100,79,4861000000000000,resnet152,18000000,28000
